ID de actividad,Fecha de la actividad,Nombre de la actividad,Tipo de actividad,Descripción de la actividad,Tiempo transcurrido,Distancia,Ritmo cardiaco máximo,Esfuerzo Relativo,Desplazamiento,Nota privada de actividad,Equipamiento de la actividad,Nombre del archivo,Peso del deportista,Peso de la bicicleta,Tiempo transcurrido,Tiempo en movimiento,Distancia,Velocidad máxima,Velocidad promedio,Desnivel positivo,Desnivel negativo,Desnivel bajo,Desnivel alto,Pendiente máxima,Pendiente promedio,Pendiente positiva promedio,Pendiente negativa promedio,Cadencia máx.,Cadencia promedio,Ritmo cardiaco máximo,Ritmo cardiaco promedio,Vatios máx.,Vatios promedio,Calorías,Temperatura máx.,Temperatura promedio,Esfuerzo Relativo,Trabajo total,Número de carreras,Tiempo en ascenso,Tiempo en descenso,Otro tiempo,Esfuerzo Percibido,Tipo,Hora de inicio,Potencia promedio ponderada,Recuento de potencia,Usar Esfuerzo Percibido,Esfuerzo Relativo percibido,Desplazamiento,Peso total levantado,Desde la carga,Distancia ajustada en pendientes,Hora de observación meteorológica,Condición meteorológica,Temperatura meteorológica,Temperatura aparente,Punto de rocío,Humedad,Presión meteorológica,Velocidad del viento,Ráfaga de viento,Dirección del viento,Intensidad de precipitación,Hora del amanecer,Hora del atardecer,Fase lunar,Bicicleta,Equipamiento,Probabilidad de precipitación,Tipo de precipitación,Nubosidad,Visibilidad meteorológica,Índice UV,Ozono meteorológico,Recuento de saltos,Grit total,Flow promedio,Denunciado,Velocidad promedio durante el tiempo transcurrido,Distancia en tierra,Distancia recientemente explorada,Distancia en rampas de tierra recientemente explorada,Recuento de actividades,Total de pasos,Ahorro en carbono,Largo de la piscina,Carga de entrenamiento,Intensidad,Ritmo ajustado en pendientes promedio,Tiempo cronometrado,Ciclos en total,Recuperación,Con mascota,Competición,Carrera de larga distancia,Por una causa,Multimedia
5299375911,"15 may 2021, 8:08:49",Actividad de mañana,Surf de remo,,3916,"4,50",155.0,27,false,,,activities/5645308543.fit.gz,,,3916.0,3548.0,4501.8,3.1,1.269,0.0,0.0,0.0,0.0,0.0,0.0,,,73.0,33.0,,128.0,,,541.0,,31.0,27.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5312933716,"17 may 2021, 16:17:09",Carrera de noche,Carrera,,1804,"6,34",181.0,94,false,,,activities/5659467189.fit.gz,,,1804.0,1804.0,6348.2,4.8,3.519,15.0,15.0,5.8,15.4,17.4,0.0,,,90.0,85.0,,172.0,,,405.0,,25.0,94.0,,,,,,,,,,,,,0.0,,1.0,6445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5319531171,"18 may 2021, 17:21:13",Actividad de noche,Surf de remo,,2414,"4,06",159.0,8,false,,,activities/5666285381.fit.gz,,,2414.0,2414.0,4067.9,4.1,1.685,0.0,0.1,-0.1,0.0,1.0,0.0,,,74.0,45.0,,92.0,,,226.0,,26.0,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5334732755,"9 jul 2016, 4:21:05",Bicicleta por la mañana,Senderismo,"⛰️ Frondella SW (2,992 m) • ⛰️ Frondella (3,055 m) • ⛰️ Pico de la Frondella (3,071 m) • ⛰️ Frondella N (3,062 m) • 🦶⬆️ 2016 = 1,631 m | 🌐 summitbag",48713,"21,77",,,false,,,activities/5682064181.gpx.gz,,,48713.0,24853.0,21774.2,3.657,0.876,1631.3,1631.2,1440.0,2930.3,48.7,0.0,,,,,,,,,1712.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21393.4,,,,,,,,,,,,,,,,,""
5335815883,"23 jun 2018, 18:56:48",Bicicleta al anochecer,Senderismo,"⛰️ Frondella (3,055 m) • ⛰️ Pico de la Frondella (3,071 m) • ⛰️ Frondella N (3,062 m) • 🦶⬆️ 2018 = 849 m | 🌐 summitbag",79898,"13,40",,,false,,,activities/5683199515.gpx.gz,,,79898.0,16012.0,13407.3,2.771,0.837,848.8,1547.1,1438.8,2930.3,49.6,-5.2,,,,,,,,,1054.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13065.3,,,,,,,,,,,,,,,,,""
5337058147,"22 may 2021, 6:04:59",Actividad de mañana,Surf de remo,,5042,"9,38",164.0,14,false,,,activities/5684517043.fit.gz,,,5042.0,4821.0,9385.8,3.3,1.947,3.1,5.7,-0.2,3.1,2.0,0.0,,,74.0,43.0,,83.0,,,415.0,,24.0,14.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5350932347,"24 may 2021, 15:49:17",Carrera de tarde,Carrera,,2268,"7,70",183.0,116,false,,,activities/5699006915.fit.gz,,,2268.0,2259.0,7706.9,4.7,3.412,14.0,14.0,7.8,17.0,14.8,0.0,,,88.0,85.0,,171.0,,,494.0,,29.0,116.0,,,,,,,,,,,,,0.0,,1.0,7792.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5378039114,"28 may 2021, 11:35:34",Aproximació Respomuso,Senderismo,"",9131,"7,85",172.0,148,false,,,activities/5727208366.fit.gz,,,9131.0,8547.0,7858.7,3.1,0.919,783.0,48.0,1403.0,2156.6,50.0,9.4,,,113.0,53.0,,145.0,,,1287.0,,26.0,148.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5378073591,"29 may 2021, 4:34:03",Cresta Frondielles,Senderismo,"",34405,"11,34",174.0,59,false,,,activities/5727243044.fit.gz,,,34405.0,12786.0,11344.9,10.8,0.887,913.0,1517.0,1456.0,3009.4,50.0,-6.1,,,125.0,56.0,,122.0,,,2970.0,,25.0,59.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5390219381,"31 may 2021, 17:17:20",Recovery,Carrera,"",2302,"8,01",191.0,118,false,,,activities/5739938086.fit.gz,,,2302.0,2302.0,8012.0,4.6,3.48,7.0,9.0,4.8,14.8,7.4,0.0,,,88.0,85.0,,171.0,,,500.0,,23.0,118.0,,,,,,,,,,,0.0,,0.0,,1.0,8054.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5401702733,"2 jun 2021, 16:21:56",Actividad de noche,Surf de remo,,2734,"5,43",175.0,69,false,,,activities/5751884926.fit.gz,,,2734.0,2734.0,5436.5,2.9,1.988,2.7,6.7,-0.9,6.7,20.4,-0.1,,,66.0,40.0,,153.0,,,447.0,,29.0,69.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5424096512,"6 jun 2021, 8:52:24",Actividad de mañana,Surf de remo,,3581,"4,85",142.0,12,false,,,activities/5775330031.fit.gz,,,3581.0,3318.0,4858.1,5.1,1.464,0.0,2.4,-0.7,2.4,6.1,0.0,,,89.0,39.0,,117.0,,,340.0,,26.0,12.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5430781838,"7 jun 2021, 17:54:58",Carrera de noche,Carrera,,2507,"9,05",194.0,135,false,,,activities/5782326800.fit.gz,,,2507.0,2507.0,9051.4,5.8,3.61,7.0,16.0,17.0,30.2,11.2,-0.1,,,90.0,85.0,,173.0,,,538.0,,25.0,135.0,,,,,,,,,,,,,0.0,,1.0,9116.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5448246390,"10 jun 2021, 16:21:42",Actividad de noche,Surf de remo,,3532,"6,66",179.0,93,false,,,activities/5800518017.fit.gz,,,3532.0,3517.0,6666.8,3.2,1.896,9.5,10.8,10.1,17.5,11.5,0.0,,,80.0,41.0,,153.0,,,633.0,,30.0,93.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5455357710,"12 jun 2021, 6:50:33",Actividad de mañana,Surf de remo,,5026,"9,95",181.0,39,false,,,activities/5807938129.fit.gz,,,5026.0,4716.0,9955.6,3.4,2.111,18.8,14.4,-1.6,6.1,19.6,0.0,,,83.0,43.0,,121.0,,,627.0,,29.0,39.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5494436116,"19 jun 2021, 6:33:40",Actividad de mañana,Surf de remo,,2620,"4,37",151.0,15,false,,,activities/5848630926.fit.gz,,,2620.0,2527.0,4374.2,3.3,1.731,2.2,4.3,-0.6,4.1,18.2,0.0,,,80.0,42.0,,122.0,,,296.0,,26.0,15.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5522738129,"24 jun 2021, 16:38:34",Carrera de noche,Carrera,,1888,"7,01",190.0,86,false,,,activities/5878116235.fit.gz,,,1888.0,1888.0,7012.4,5.3,3.714,7.0,8.0,20.2,29.4,19.5,0.0,,,90.0,86.0,,167.0,,,394.0,,27.0,86.0,,,,,,,,,,,,,0.0,,1.0,7093.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5548940897,"29 jun 2021, 16:48:24",Carrera de noche,Carrera,,1965,"7,16",190.0,105,false,,,activities/5905454512.fit.gz,,,1965.0,1965.0,7160.8,5.3,3.644,14.0,17.0,18.2,30.0,24.7,-0.1,,,90.0,87.0,,172.0,,,429.0,,28.0,105.0,,,,,,,,,,,,,0.0,,1.0,7256.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5556628786,"1 jul 2021, 5:11:55",Actividad de mañana,Surf de remo,,3451,"6,37",137.0,12,false,,,activities/5913454175.fit.gz,,,3451.0,3451.0,6371.7,3.0,1.846,0.0,0.0,-0.2,0.1,1.9,0.0,,,75.0,39.0,,118.0,,,363.0,,27.0,12.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5562062322,"2 jul 2021, 7:08:01",Actividad de mañana,Surf de remo,,4109,"8,15",169.0,101,false,,,activities/5919105973.fit.gz,,,4109.0,4109.0,8154.6,2.7,1.985,0.0,5.2,-0.7,4.5,2.6,-0.1,,,74.0,39.0,,151.0,,,695.0,,31.0,101.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
5620411854,"12 jul 2021, 17:21:28",Actividad de noche,Surf de remo,,2144,"2,89",163.0,21,false,,,activities/5980028393.fit.gz,,,2144.0,1868.0,2890.1,3.8,1.547,2.1,2.1,-0.4,2.3,15.3,0.0,,,79.0,42.0,,136.0,,,296.0,,29.0,21.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.348,,,,,,,,,,,,,,,,,,""
5632605156,"15 jul 2021, 17:07:56",Carrera de noche,Carrera,,2424,"8,37",186.0,108,false,,,activities/5992713355.fit.gz,,,2424.0,2424.0,8373.7,4.7,3.454,6.0,7.0,6.8,15.0,14.3,0.0,,,91.0,83.0,,167.0,,,507.0,,29.0,108.0,,,,,,,,,,,,,0.0,,1.0,8457.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.454,,,,,,,,,,,,,,,,,,""
5640087570,"17 jul 2021, 7:07:31",Actividad de mañana,Surf de remo,,4481,"4,00",141.0,14,false,,,activities/6000528268.fit.gz,,,4481.0,4259.0,4000.1,3.3,0.939,0.0,2.3,-0.2,3.5,10.4,-0.1,,,81.0,32.0,,114.0,,,361.0,,29.0,14.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.893,,,,,,,,,,,,,,,,,,""
5645534649,"18 jul 2021, 7:12:36",Actividad de mañana,Surf de remo,,3013,"5,95",180.0,59,false,,,activities/6006236200.fit.gz,,,3013.0,3013.0,5949.6,4.0,1.975,0.0,2.1,-0.1,3.5,23.7,0.0,,,84.0,44.0,,147.0,,,491.0,,30.0,59.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.975,,,,,,,,,,,,,,,,,,""
5678902313,"24 jul 2021, 7:24:21",Actividad de mañana,Surf de remo,,3622,"4,20",143.0,12,false,,,activities/6041010847.fit.gz,,,3622.0,2941.0,4200.3,3.4,1.428,0.0,3.5,-0.7,2.8,2.4,-0.1,,,98.0,36.0,,121.0,,,328.0,,32.0,12.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,,,""
5690878332,"26 jul 2021, 14:20:24",Actividad de tarde,Surf,,5665,"2,22",156.0,19,false,,,activities/6053550682.fit.gz,,,5665.0,4105.0,2228.4,3.5,0.543,0.0,-1.1,-0.3,1.6,7.4,0.0,,,,,,123.0,,,570.0,,28.0,19.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.393,,,,,,,,,,,,,,,,,,""
5691158601,"26 jul 2021, 17:28:54",Carrera after Surf,Carrera,"",2121,"7,61",195.0,112,false,,,activities/6053841179.fit.gz,,,2121.0,2115.0,7616.3,6.0,3.601,6.0,9.0,20.8,30.4,9.5,0.0,,,89.0,85.0,,172.0,,,458.0,,27.0,112.0,,,,,,,,,,,0.0,,0.0,,1.0,7665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.591,,,,,,,,,,,,,,,,,,""
5727361670,"2 ago 2021, 16:34:56",Carrera de noche,Carrera,,1834,"7,01",192.0,98,false,,,activities/6091977280.fit.gz,,,1834.0,1834.0,7011.5,4.8,3.823,9.0,11.0,19.6,30.8,9.0,0.0,,,91.0,86.0,,173.0,,,393.0,,28.0,98.0,,,,,,,,,,,,,0.0,,1.0,7060.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.823,,,,,,,,,,,,,,,,,,""
5739360812,"4 ago 2021, 17:42:28",Carrera de noche,Carrera,,4860,"11,42",195.0,211,false,,,activities/6104483951.fit.gz,,,4860.0,4664.0,11419.1,7.3,2.448,312.0,328.0,8.8,229.4,34.9,-0.2,,,125.0,80.0,,172.0,,,942.0,,28.0,211.0,,,,,,,,,,,,,0.0,,1.0,12776.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,,,,,,,,,,,,,,,,,,""
5761805878,"8 ago 2021, 16:48:10",Actividad de noche,Surf,,2722,"1,51",144.0,8,false,,,activities/6127996938.fit.gz,,,2722.0,2266.0,1518.9,4.4,0.67,10.1,7.5,-0.4,3.8,17.1,0.2,,,,,,117.0,,,277.0,,27.0,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.558,,,,,,,,,,,,,,,,,,""
5765577931,"9 ago 2021, 16:49:30",SUP 🔥,Surf de remo,"",5240,"10,20",164.0,40,false,,,activities/6131953190.fit.gz,,,5240.0,4597.0,10204.8,5.9,2.22,7.7,11.0,-0.4,6.5,16.5,0.0,,,75.0,45.0,,132.0,,,589.0,,29.0,40.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.947,,,,,,,,,,,,,,,,,,""
5789324143,"14 ago 2021, 7:00:42",Actividad de mañana,Surf de remo,,2696,"5,68",146.0,10,false,,,activities/6156770366.fit.gz,,,2696.0,2696.0,5681.0,2.8,2.107,0.0,2.5,-0.3,2.2,2.0,0.0,,,57.0,40.0,,121.0,,,328.0,,30.0,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.107,,,,,,,,,,,,,,,,,,""
5806033100,"17 ago 2021, 6:28:19",Carrera de mañana 🌧👎🏻,Carrera,"",4553,"6,32",173.0,67,false,,,activities/6174300881.fit.gz,,,4553.0,4552.0,6321.1,5.9,1.389,354.0,337.0,136.8,492.2,49.5,0.2,,,115.0,74.0,,149.0,,,649.0,,25.0,67.0,,,,,,,,,,,0.0,,0.0,,1.0,8553.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.388,,,,,,,,,,,,,,,,,,""
5806924946,"17 ago 2021, 11:12:00",Actividad de tarde,Surf,,4947,"3,19",162.0,25,false,,,activities/6175235805.fit.gz,,,4947.0,4659.0,3196.9,7.1,0.686,0.0,0.8,-0.2,0.7,1.2,0.0,,,,,,123.0,,,529.0,,28.0,25.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.646,,,,,,,,,,,,,,,,,,""
5808469298,"17 ago 2021, 15:59:34",Actividad de tarde,Surf,,4829,"3,06",164.0,18,false,,,activities/6176845629.fit.gz,,,4829.0,4093.0,3062.5,18.2,0.748,5.7,6.2,-0.4,3.5,13.3,0.0,,,,,,120.0,,,436.0,,28.0,18.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.634,,,,,,,,,,,,,,,,,,""
5822428702,"20 ago 2021, 5:52:26",Actividad de mañana,Surf de remo,"",4918,"5,91",137.0,13,false,,,activities/6191429363.fit.gz,,,4918.0,4546.0,5916.6,5.0,1.301,0.0,3.8,-0.3,3.7,3.1,-0.1,,,87.0,36.0,,107.0,,,346.0,,29.0,13.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.203,,,,,,,,,,,,,,,,,,media/517DAE44-14DA-4FBC-BA18-5FF7B4076ADB.jpg
5851828081,"24 ago 2021, 9:59:41",Senderismo a la hora del almuerzo,Senderismo,,70450,"12,03",175.0,196,false,,,activities/6222203141.fit.gz,,,70450.0,12302.0,12032.7,4.0,0.978,1484.0,57.0,1304.8,2701.4,50.0,11.6,,,80.0,55.0,,143.0,,,1895.0,,28.0,196.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171,,,,,,,,,,,,,,,,,,""
5851862012,"25 ago 2021, 5:35:02",Excursión de mañana,Senderismo,,28365,"17,30",155.0,69,false,,,activities/6222237837.fit.gz,,,28365.0,18177.0,17306.8,10.3,0.952,730.8,2092.0,1318.1,3037.4,49.6,-7.9,,,125.0,59.0,,120.0,,,2240.0,,22.0,69.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,""
5862911584,"27 ago 2021, 7:23:24",Excursión de mañana,Senderismo,,22910,"9,76",153.0,36,false,,,activities/6233761013.fit.gz,,,22910.0,11174.0,9766.6,6.5,0.874,1577.0,361.0,1310.0,2807.8,50.0,12.0,,,125.0,55.0,,113.0,,,1905.0,,24.0,36.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.426,,,,,,,,,,,,,,,,,,""
5889353102,"1 sept 2021, 16:32:17",Actividad de noche,Surf,,5900,"2,89",172.0,38,false,,,activities/6261460485.fit.gz,,,5900.0,4899.0,2894.5,10.0,0.591,0.0,0.1,0.0,0.6,2.2,0.0,,,,,,131.0,,,694.0,,27.0,38.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.491,,,,,,,,,,,,,,,,,,""
5895263364,"2 sept 2021, 14:43:46",Surf 🌦,Surf,"",3621,"1,41",153.0,11,false,,,activities/6267612836.fit.gz,,,3621.0,2759.0,1411.2,2.9,0.511,0.0,0.0,-0.1,0.1,1.8,0.0,,,,,,119.0,,,342.0,,27.0,11.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,,""
5902186725,"4 sept 2021, 6:23:31",Actividad de mañana,Surf de remo,,5704,"10,16",159.0,20,false,,,activities/6274876314.fit.gz,,,5704.0,4407.0,10164.1,3.5,2.306,8.0,2.6,-1.6,5.4,42.9,0.1,,,70.0,43.0,,108.0,,,561.0,,28.0,20.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.782,,,,,,,,,,,,,,,,,,""
